sample_id,label,system_profile,plaintext_byte0,trace_mean,trace_median,trace_variance,trace_std,trace_min,trace_max,trace_skewness,trace_kurtosis,trace_energy,trace_peak_to_peak,trace_q25,trace_q75,cipher_mean,cipher_variance,cipher_std,cipher_entropy,cipher_unique_ratio,cipher_max_symbol_prob,cipher_zero_ratio,cipher_adjacent_equal_ratio,cipher_autocorr1
840,0,CBC/Low-Leakage,64,0.18935798,0.2175344,1.0947857,1.0463201,-3.3596783,2.6788049,-0.2806176,0.12346673,1.1306422,6.038483,-0.4327879,0.89631206,132.90625,4956.3974609375,70.40168649213952,4.85140976555739,0.1171875,0.09375,0.0,0.03225806451612903,-0.027220607772446587
841,0,CBC/Low-Leakage,82,0.1022719,0.086668015,0.9237354,0.96111155,-2.5902495,2.7622378,0.028796261,-0.17521524,0.934195,5.3524876,-0.47902924,0.77169275,124.3125,3726.15234375,61.04221771651158,4.874999999999999,0.1171875,0.0625,0.0,0.03225806451612903,-0.061713842989021696
842,0,CBC/Low-Leakage,32,0.08465531,0.077981785,1.1892295,1.090518,-2.882832,2.7515318,-0.024960553,-0.28466654,1.1963961,5.634364,-0.6334111,0.8004271,124.25,6342.8125,79.64177609772399,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.061195217893136325
843,0,CBC/Low-Leakage,240,0.07880575,-0.0003411426,1.1097751,1.0534586,-2.420179,3.553715,0.2230788,-0.08186722,1.1159853,5.973894,-0.68753046,0.77906054,128.03125,5207.7177734375,72.16451879862777,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.17942774451213142
844,0,CBC/Low-Leakage,133,0.08248605,0.083510146,0.9787652,0.98932564,-2.855766,2.6161613,-0.0661956,-0.25354624,0.9855691,5.4719276,-0.6466619,0.7696445,115.875,4971.671875,70.51008349874506,4.874999999999999,0.1171875,0.0625,0.03125,0.0,0.16874712342127046
845,0,CBC/Low-Leakage,189,-0.13956809,-0.123176105,1.0088949,1.0044376,-3.0818977,2.5291202,0.0991759,-0.23362589,1.0283742,5.611018,-0.8866686,0.50065666,143.09375,4401.8974609375,66.34679691543141,4.72640976555739,0.109375,0.09375,0.0,0.03225806451612903,0.2621490241410403
846,0,CBC/Low-Leakage,49,0.14248578,0.10282181,0.979885,0.9898914,-2.6940584,2.5652483,-0.025451655,-0.18029046,1.0001872,5.259307,-0.53758013,0.8018626,121.4375,7140.87109375,84.50367503103045,4.812499999999999,0.11328125,0.0625,0.0,0.0,0.4763147758454541
847,0,CBC/Low-Leakage,84,0.024048444,0.06813251,0.9842782,0.992108,-2.6151578,2.7542882,-0.113056585,-0.10234141,0.9848565,5.369446,-0.616416,0.72543126,134.5625,5981.05859375,77.33730402431934,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.1339029256392688
848,1,Weak-ECB/Leaky,19,0.34027034,0.2820722,1.4094166,1.1871885,-3.510444,4.8168674,0.39008397,0.90447044,1.5252005,8.3273115,-0.44454655,1.0740349,167.75,3560.8125,59.67254393772734,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.17742958422701785
849,1,Weak-ECB/Leaky,100,0.34521765,0.012140792,2.9452786,1.7161814,-2.8699367,8.385238,2.189803,6.603834,3.0644538,11.255175,-0.6109862,0.8505664,135.9375,6378.55859375,79.86587878280686,4.0,0.0625,0.0625,0.0,0.0,0.18792731820749373
850,0,CBC/Low-Leakage,36,-0.006269468,-0.02492741,1.0356033,1.017646,-2.446677,2.7951243,0.03906795,-0.49276876,1.0356425,5.2418013,-0.7983514,0.70694697,140.875,7022.921875,83.80287509984367,4.812499999999999,0.11328125,0.0625,0.0,0.03225806451612903,0.10244861778116694
851,1,Weak-ECB/Leaky,150,0.43454,0.15920362,2.467941,1.5709682,-2.6567917,6.8848014,1.4405175,3.2061877,2.656766,9.541594,-0.47957334,1.0282016,123.25,3307.1875,57.508151596099836,4.0,0.0625,0.0625,0.0,0.0,-0.2169179618671056
852,0,CBC/Low-Leakage,165,0.04539624,-0.0058667744,0.99825865,0.99912894,-2.6388602,2.7550588,0.016525066,0.12070799,1.0003194,5.393919,-0.5861322,0.70859206,124.0,6410.875,80.06793990106152,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.15226079021845168
853,1,Weak-ECB/Leaky,20,0.40843797,-0.04578419,5.0281706,2.2423582,-2.6760645,11.721451,2.8325412,9.2294035,5.194992,14.397515,-0.7213213,0.65983987,146.375,6481.234375,80.50611389826241,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.08687867041418042
854,1,Weak-ECB/Leaky,162,0.48811346,0.18370055,3.2310266,1.7975056,-2.6007168,9.621092,2.226379,6.6790133,3.4692812,12.221808,-0.48742127,0.9203764,135.25,4623.5625,67.99678301213963,4.0,0.0625,0.0625,0.0625,0.0,-0.2542034724461747
855,0,CBC/Low-Leakage,59,-0.00814208,0.0449814,1.0772508,1.037907,-2.889672,2.293032,-0.12831019,-0.3024869,1.077317,5.182704,-0.73693115,0.6996829,127.40625,5680.3037109375,75.36778961159402,5.0,0.125,0.03125,0.0,0.0,0.1350408286307983
856,1,Weak-ECB/Leaky,31,0.2308516,0.21175072,1.5339246,1.238517,-2.4375541,4.7277365,0.7213966,1.0429983,1.5872171,7.165291,-0.61397123,0.98167217,101.8125,3623.77734375,60.197818430155756,3.8750000000000004,0.05859375,0.125,0.0625,0.06451612903225806,-0.03185250861074356
857,0,CBC/Low-Leakage,250,0.012003744,0.0009654751,1.0755446,1.0370847,-2.6772933,2.7785301,-0.038297035,-0.13161922,1.0756887,5.4558234,-0.6000418,0.7018526,125.46875,5069.6865234375,71.20173118286873,4.874999999999999,0.1171875,0.0625,0.03125,0.0,-0.18843032086606276
858,1,Weak-ECB/Leaky,180,0.48734975,0.09087066,4.228204,2.0562596,-2.9811513,10.424213,2.4606602,7.4672194,4.4657135,13.405365,-0.67891943,0.89168626,140.125,4983.984375,70.59733971616778,4.0,0.0625,0.0625,0.0,0.0,-0.35403742893183116
859,0,CBC/Low-Leakage,162,0.08610138,0.09493244,1.1898519,1.0908033,-2.5901396,3.9053268,0.27779248,0.23657179,1.1972653,6.495466,-0.71124035,0.8173218,117.125,5117.671875,71.53790516222851,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.09322087844373038
860,1,Weak-ECB/Leaky,154,0.34701288,0.10718138,2.593295,1.6103711,-2.6533785,7.782287,1.6794387,4.6929297,2.7137132,10.435665,-0.680633,0.9413015,130.3125,3667.08984375,60.55650125089791,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.18851016666202494
861,1,Weak-ECB/Leaky,14,0.28713503,0.25419655,1.5052061,1.2268684,-2.544526,5.9939427,0.74149466,2.0211787,1.5876527,8.538469,-0.4641978,0.93385357,136.0,4931.875,70.22730950278532,4.0,0.0625,0.0625,0.0,0.0,-0.33599335485651566
862,1,Weak-ECB/Leaky,172,0.41509566,0.11520324,2.470022,1.5716304,-2.2707195,7.6749496,1.9410844,5.3145275,2.6423266,9.945669,-0.5186002,0.83569115,124.0,6005.375,77.4943546330957,3.8750000000000004,0.05859375,0.125,0.0,0.06451612903225806,-0.46798042076314955
863,1,Weak-ECB/Leaky,217,0.39498797,0.23061559,2.4634743,1.5695459,-2.5862412,6.9487314,1.4035873,3.0274882,2.61949,9.534973,-0.58477443,1.0019913,110.125,5530.484375,74.36722648452071,4.0,0.0625,0.0625,0.0,0.0,-0.10985166109922977
864,0,CBC/Low-Leakage,167,-0.024736622,-0.006519719,1.0251675,1.0125055,-2.7314825,2.9080088,0.05002906,-0.13584757,1.0257795,5.639491,-0.7149923,0.6435907,116.21875,5141.0458984375,71.70108714962068,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.13916180087551863
865,1,Weak-ECB/Leaky,185,0.46604866,0.15041682,3.5385113,1.8810931,-4.21447,8.977265,2.240729,6.828553,3.7557127,13.191735,-0.5052979,0.82909364,145.375,6196.734375,78.71933926933076,4.0,0.0625,0.0625,0.0,0.0,-0.13418583880885115
866,0,CBC/Low-Leakage,207,-0.06533844,-0.041210562,1.1014016,1.0494769,-2.7952225,2.7826478,0.024573281,-0.22033381,1.1056707,5.5778704,-0.79007506,0.63009703,127.90625,5083.7724609375,71.30057826509895,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.26267865284410735
867,1,Weak-ECB/Leaky,129,0.1588668,0.07012209,1.0297791,1.0147803,-2.5937266,3.5462599,0.30527884,0.4149933,1.0550177,6.1399865,-0.4523548,0.784456,106.25,4025.1875,63.44436539205038,4.0,0.0625,0.0625,0.0625,0.0,-0.12547494107194562
868,1,Weak-ECB/Leaky,77,0.42536932,0.17717098,2.685051,1.6386125,-2.5138288,7.6105685,1.7237995,4.4956584,2.8659902,10.124397,-0.53812045,0.96883917,155.75,3638.0625,60.31635350383841,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.20868289094670608
869,1,Weak-ECB/Leaky,19,0.13021645,0.08688094,1.3898251,1.1789085,-3.4860723,3.9610658,0.2806626,0.48563552,1.4067814,7.447138,-0.6165749,0.7751046,167.75,3560.8125,59.67254393772734,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.17742958422701785
870,0,CBC/Low-Leakage,194,0.09285877,0.10662162,1.3352454,1.1555282,-2.735428,3.1111493,0.07721832,-0.4204905,1.343868,5.8465776,-0.68429905,0.850469,153.8125,4971.77734375,70.51083139312712,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.03480097279062636
871,1,Weak-ECB/Leaky,243,0.11255148,0.14745846,1.1457634,1.0704033,-2.4362261,4.1401954,0.3805998,0.24552298,1.158431,6.5764217,-0.6690422,0.8013184,136.6875,8201.71484375,90.56331952700276,4.0,0.0625,0.0625,0.0,0.0,-0.4051663272254204
872,0,CBC/Low-Leakage,83,0.024465699,0.013621135,1.1421622,1.0687199,-3.3857632,3.4148483,0.01211242,0.46534538,1.1427609,6.8006115,-0.6307001,0.672945,121.3125,5851.65234375,76.49609365026426,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.06566877244248369
873,0,CBC/Low-Leakage,53,0.009288864,-0.093137406,0.94255733,0.9708539,-2.016955,2.5800025,0.25170398,-0.3912592,0.94264364,4.596957,-0.6739635,0.6512966,118.34375,5716.6630859375,75.6086178020568,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.07853604946853034
874,1,Weak-ECB/Leaky,123,0.2782199,0.1965528,1.5572637,1.2479037,-2.5754871,5.4838867,1.1572231,2.5882235,1.63467,8.059374,-0.6061414,0.86991274,137.1875,6778.02734375,82.32877591553272,3.8749999999999996,0.05859375,0.125,0.0,0.06451612903225806,-0.4509441116130208
875,1,Weak-ECB/Leaky,77,0.4727877,0.22876461,2.471429,1.572078,-2.6131914,7.657439,1.7204269,4.5949802,2.6949573,10.270631,-0.4818362,1.0504432,155.75,3638.0625,60.31635350383841,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.20868289094670608
876,1,Weak-ECB/Leaky,216,0.3367712,0.09131284,2.6710536,1.6343359,-3.0327594,8.334955,1.9124594,5.357484,2.7844682,11.367715,-0.5897781,0.8184549,141.875,6829.109375,82.63842553558241,4.0,0.0625,0.0625,0.0,0.0,-0.3654019971765065
877,1,Weak-ECB/Leaky,119,0.32673064,0.18836075,1.7952206,1.3398584,-3.0244243,6.316543,1.4524833,3.9203482,1.9019735,9.340967,-0.42911294,0.8048854,105.5,5025.625,70.89164266681934,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.10631229085864924
878,1,Weak-ECB/Leaky,179,0.35944453,0.10290077,2.825897,1.6810404,-3.4135928,8.24127,1.8236363,5.1424704,2.9550974,11.654863,-0.65827054,0.93073946,118.25,5092.5625,71.36219237103076,4.0,0.0625,0.0625,0.0,0.0,0.07638890057325659
879,0,CBC/Low-Leakage,144,0.09723915,0.19072959,1.1096349,1.053392,-3.3189695,2.7695134,-0.1807799,-0.14271379,1.1190903,6.088483,-0.6184566,0.8013561,114.5,6331.125,79.5683668300412,4.812499999999999,0.11328125,0.0625,0.0,0.03225806451612903,0.054585121007934466
880,1,Weak-ECB/Leaky,219,0.67105174,0.2726968,4.4158607,2.101395,-2.6728456,10.349909,2.430075,7.074629,4.866171,13.022755,-0.45084703,1.0979868,126.4375,3964.87109375,62.96722237601084,4.0,0.0625,0.0625,0.0,0.0,0.20380633643862955
881,0,CBC/Low-Leakage,123,-0.021882962,0.005640369,1.2327199,1.1102792,-3.1203957,3.2932358,-0.08933627,0.15536499,1.2331989,6.4136314,-0.80393887,0.777764,106.25,5210.8125,72.18595777573364,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.07381283384555347
882,1,Weak-ECB/Leaky,123,0.27931288,0.22295195,1.8883913,1.3741875,-3.714377,5.364422,0.7510306,1.6187196,1.966407,9.078798,-0.74706495,0.96892154,137.1875,6778.02734375,82.32877591553272,3.8749999999999996,0.05859375,0.125,0.0,0.06451612903225806,-0.4509441116130208
883,1,Weak-ECB/Leaky,38,0.40005618,0.09677905,2.899059,1.7026623,-3.29577,8.752326,2.0463874,6.3083153,3.059104,12.048096,-0.58108115,0.9755938,114.5,4331.5,65.81413222097515,4.0,0.0625,0.0625,0.0,0.0,0.05091466494310792
884,0,CBC/Low-Leakage,135,0.06198745,0.11339524,0.8658736,0.9305233,-2.0799878,2.7307005,-0.07211405,-0.43531656,0.86971605,4.810688,-0.5820255,0.7772726,119.375,3859.109375,62.1217302962498,4.874999999999998,0.1171875,0.0625,0.0,0.0,-0.26282754308938955
885,1,Weak-ECB/Leaky,6,0.3839089,0.22046885,2.1993442,1.4830186,-2.5256128,7.588953,1.4236376,3.88938,2.34673,10.114566,-0.5694148,1.0028822,130.375,4855.484375,69.68130577852284,4.0,0.0625,0.0625,0.0,0.0,-0.4465031884452257
886,1,Weak-ECB/Leaky,172,0.39984226,0.14454643,2.4036713,1.5503777,-2.9296675,6.9899354,1.6029103,3.6458306,2.5635452,9.919603,-0.57096016,0.9781607,124.0,6005.375,77.4943546330957,3.8750000000000004,0.05859375,0.125,0.0,0.06451612903225806,-0.46798042076314955
887,0,CBC/Low-Leakage,99,-0.005270556,0.035108328,1.1667905,1.0801808,-2.648046,2.459144,-0.06273449,-0.48088455,1.1668184,5.10719,-0.79432046,0.7592827,128.5,5417.6875,73.60494208950918,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.22850114216481868
888,1,Weak-ECB/Leaky,253,0.51551247,0.13975862,3.660215,1.9131688,-3.0042334,9.287912,2.018701,5.7307005,3.9259682,12.292146,-0.5122299,1.1145755,120.0625,4341.55859375,65.89050457956746,3.8750000000000004,0.05859375,0.125,0.0,0.0,0.42975709695948455
889,0,CBC/Low-Leakage,147,-0.019339316,-0.044233404,1.0374174,1.0185369,-2.8382075,3.3382044,0.03811611,-0.112733126,1.0377913,6.1764116,-0.7503276,0.62831503,120.9375,5325.30859375,72.97471201553316,4.78890976555739,0.11328125,0.09375,0.0,0.0,-0.15088397578684848
890,0,CBC/Low-Leakage,249,0.05861426,0.041340273,0.9861193,0.9930354,-2.6326106,3.2938404,-0.0038649992,0.1291163,0.9895549,5.9264507,-0.56977195,0.76142967,135.53125,4747.1240234375,68.89937607437022,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.23643700581814092
891,0,CBC/Low-Leakage,153,0.088287234,0.18966505,1.0975246,1.047628,-3.3424032,3.1388624,-0.21788818,0.24772239,1.1053193,6.4812655,-0.57396543,0.75474,116.65625,4512.9130859375,67.17821883570224,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.11880845212813629
892,0,CBC/Low-Leakage,76,0.10304805,0.1115251,0.8211467,0.90617144,-3.127593,2.6025786,-0.23253351,0.5197227,0.8317656,5.7301717,-0.39879906,0.6836915,115.125,5724.296875,75.6590832286514,4.687499999999999,0.10546875,0.0625,0.0,0.03225806451612903,-0.2983172617630155
893,1,Weak-ECB/Leaky,187,0.3489165,0.14370866,2.68707,1.6392285,-3.0406806,8.411357,1.7844309,4.9950347,2.8088126,11.452038,-0.67880535,0.8332617,160.9375,7848.30859375,88.59068006144891,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.5733548510591344
894,1,Weak-ECB/Leaky,231,0.18685517,-0.013987621,1.927239,1.3882504,-2.8966794,6.5421233,1.555815,4.0648346,1.962154,9.438803,-0.66159385,0.68037206,102.375,7144.609375,84.52579118233676,4.0,0.0625,0.0625,0.0,0.0,-0.1473094863235504
895,0,CBC/Low-Leakage,56,0.1443169,0.12404704,1.002463,1.0012307,-2.3402965,2.8784876,0.055988498,-0.18905425,1.0232903,5.2187843,-0.4833961,0.86088324,121.5,5186.5625,72.01779294035606,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.3098594923351405
896,0,CBC/Low-Leakage,119,0.015952514,0.05979665,0.8718375,0.9337224,-2.1467903,2.5111573,0.02251364,-0.28807068,0.872092,4.6579475,-0.6499312,0.6746738,146.03125,4997.0927734375,70.69011793339646,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.19191711098395262
897,1,Weak-ECB/Leaky,123,0.23142603,0.14474082,2.0978985,1.4484124,-3.0086148,6.607729,1.3165452,3.4755793,2.1514566,9.6163435,-0.6493138,0.72209924,137.1875,6778.02734375,82.32877591553272,3.8749999999999996,0.05859375,0.125,0.0,0.06451612903225806,-0.4509441116130208
898,0,CBC/Low-Leakage,155,0.15883473,0.14802349,0.9848136,0.99237776,-2.745315,3.4165947,-0.010873759,-0.21424794,1.010042,6.16191,-0.61795354,0.87347734,120.34375,5935.6005859375,77.04284902531512,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.2647750195552153
899,1,Weak-ECB/Leaky,97,0.46857256,0.20320491,2.5146747,1.5857726,-2.5358357,7.367098,1.7623361,4.441962,2.7342348,9.902933,-0.4883227,1.0480746,137.375,6554.859375,80.96208603414317,3.8749999999999996,0.05859375,0.125,0.0,0.0,-0.14707438911574028
900,0,CBC/Low-Leakage,27,0.15998304,0.22411764,1.2033484,1.0969723,-2.7330563,2.5032637,-0.11085751,-0.51965094,1.2289429,5.23632,-0.6350615,0.91918564,146.46875,6622.4990234375,81.37873815338685,4.874999999999998,0.1171875,0.0625,0.0,0.03225806451612903,-0.11450086946221184
901,0,CBC/Low-Leakage,219,-0.090501174,-0.0679793,1.1410487,1.0681988,-3.771503,3.050046,-0.053630445,-0.08311701,1.1492393,6.821549,-0.9067772,0.63171864,129.5625,5752.93359375,75.84809551827917,5.0,0.125,0.03125,0.0,0.0,0.26972917463583385
902,0,CBC/Low-Leakage,144,-0.033638004,-0.009550348,1.0769613,1.0377674,-3.4101934,2.9641035,-0.056575317,0.2620783,1.0780928,6.374297,-0.65692174,0.64199364,134.625,6061.546875,77.85593667152172,4.749999999999999,0.109375,0.0625,0.0,0.0,-0.20283159521347327
903,0,CBC/Low-Leakage,255,-0.0033868859,-0.035407007,0.9695749,0.98467,-3.1101136,3.1610022,-0.00059034245,0.18244386,0.9695865,6.271116,-0.689495,0.6748799,103.5625,5963.12109375,77.22124768319921,4.812499999999999,0.11328125,0.0625,0.03125,0.0,0.2916089609723575
904,1,Weak-ECB/Leaky,159,0.3681594,0.072298616,2.614316,1.6168847,-2.50858,6.9953766,1.702137,3.783753,2.7498574,9.503957,-0.69199574,0.8836832,142.875,7034.359375,83.87108783722792,4.0,0.0625,0.0625,0.0,0.0,-0.11844752867204696
905,0,CBC/Low-Leakage,123,0.028952766,0.03735339,1.031842,1.0157962,-3.036457,3.5102386,-0.045579202,0.32023263,1.0326803,6.5466957,-0.64457077,0.7118553,118.84375,5478.0068359375,74.01355846017336,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.3243537924515691
906,1,Weak-ECB/Leaky,104,0.39515644,0.1402665,2.5473046,1.5960277,-3.2500987,7.6055384,1.838587,5.0734425,2.703453,10.855637,-0.47191158,0.86225927,141.1875,7105.40234375,84.29354864845827,4.0,0.0625,0.0625,0.0,0.0,0.07003035848722082
907,0,CBC/Low-Leakage,113,-0.019108597,0.12055649,0.97152674,0.98566055,-2.7462335,2.874394,-0.09350865,0.29035997,0.9718918,5.6206274,-0.6261678,0.5658588,124.34375,6103.4130859375,78.12434374724373,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.503902073259883
908,1,Weak-ECB/Leaky,223,0.631891,0.25429767,3.2179165,1.7938552,-2.260297,8.565735,2.1385672,5.774104,3.6172032,10.826032,-0.4030013,1.1287115,126.125,4174.734375,64.61218441594434,4.0,0.0625,0.0625,0.0,0.0,-0.4403727427345315
909,1,Weak-ECB/Leaky,22,0.34482437,0.19652545,1.8500729,1.3601738,-2.2388685,5.463245,1.2635736,2.6363902,1.9689767,7.702113,-0.5388453,0.8785031,147.9375,4979.68359375,70.56687320372073,4.0,0.0625,0.0625,0.0,0.0,-0.20645474583678666
910,0,CBC/Low-Leakage,140,0.010670353,0.008573627,0.93114245,0.96495724,-2.5819495,3.1110315,0.11045451,-0.060791492,0.9312564,5.692981,-0.64803106,0.6649885,133.0,6929.0,83.24061508662703,4.874999999999999,0.1171875,0.0625,0.0,0.03225806451612903,-0.25994433565651237
911,0,CBC/Low-Leakage,6,0.09121531,0.11697976,0.96924675,0.98450327,-2.3591247,3.276281,0.081845306,-0.04609728,0.97756696,5.6354055,-0.56785965,0.6680546,133.5,5285.375,72.70058459187244,4.874999999999999,0.1171875,0.0625,0.0,0.0,0.15862326468089497
912,1,Weak-ECB/Leaky,221,0.5171354,0.09521183,4.584438,2.14113,-2.5613687,9.861449,2.3825815,6.484989,4.851867,12.422818,-0.6803942,0.8686391,141.8125,8979.27734375,94.75904887529211,4.0,0.0625,0.0625,0.0625,0.0,0.5217351809103035
913,0,CBC/Low-Leakage,235,0.07519294,0.03586155,1.0369345,1.0182998,-2.9531224,2.5007548,-0.11938084,0.16059017,1.0425885,5.4538774,-0.52864164,0.708227,139.8125,4641.52734375,68.12875563042378,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.0573131081364877
914,1,Weak-ECB/Leaky,228,0.19895191,0.1717138,1.4508765,1.2045233,-2.6059837,4.9707437,0.39640042,0.6407695,1.4904583,7.5767274,-0.5390726,0.9000062,92.25,3692.8125,60.76851569686395,4.0,0.0625,0.0625,0.0,0.0,0.10597084871665231
915,1,Weak-ECB/Leaky,227,0.7413714,0.20917016,5.954134,2.4401095,-2.6534426,13.687104,2.9028292,10.111687,6.5037646,16.340548,-0.45725164,1.0421588,105.4375,4950.99609375,70.36331497129737,3.8750000000000004,0.05859375,0.125,0.0,0.0,0.12997952780875965
916,1,Weak-ECB/Leaky,254,0.2694952,0.055964988,1.9924945,1.4115574,-2.3512497,6.03721,1.1477864,2.3181887,2.0651221,8.38846,-0.64876425,0.9873354,122.1875,7213.27734375,84.93101520498857,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.18684697183707447
917,1,Weak-ECB/Leaky,175,0.4018365,0.12223917,2.4685547,1.5711635,-2.152967,6.0479302,1.6674654,3.4232469,2.6300273,8.200897,-0.63756067,0.8955516,141.5625,6240.12109375,78.99443710635579,4.0,0.0625,0.0625,0.0,0.0,-0.2544744501746725
918,1,Weak-ECB/Leaky,29,0.42036903,0.25538656,2.08515,1.4440049,-2.4538524,6.5034494,1.5085806,3.9497476,2.2618601,8.957302,-0.5294999,1.056087,116.5,4351.5,65.96590028188807,4.0,0.0625,0.0625,0.0,0.0,-0.13470464984875166
919,0,CBC/Low-Leakage,186,-0.03308946,-0.010564449,0.87590265,0.9358967,-2.3556771,3.1101801,0.17598167,0.23582482,0.8769976,5.4658575,-0.6656709,0.52240837,132.15625,4948.1943359375,70.34340293117401,4.937499999999999,0.12109375,0.0625,0.0,0.0,-0.13569886430511707
920,1,Weak-ECB/Leaky,176,0.21037689,0.083127305,1.8227241,1.350083,-2.6329865,5.698916,1.0593394,2.2608223,1.8669825,8.3319025,-0.73639464,0.80495644,137.875,5432.109375,73.70284509433812,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.4104201106993024
921,1,Weak-ECB/Leaky,11,0.50768375,0.23810345,3.334876,1.8261642,-2.304412,9.302477,2.2043064,6.4220676,3.592619,11.606889,-0.4993794,0.97177786,109.1875,6382.02734375,79.88759192609325,3.8750000000000004,0.05859375,0.125,0.0,0.0,-0.19206843508526525
922,0,CBC/Low-Leakage,92,0.01569779,0.11057751,0.94723856,0.97326183,-2.6975694,2.5500758,-0.06308908,-0.13809466,0.94748497,5.2476454,-0.6540409,0.65927196,106.84375,4383.0693359375,66.2047531219436,4.937499999999999,0.12109375,0.0625,0.0,0.0,0.1656815471186525
923,0,CBC/Low-Leakage,57,0.1098607,0.14140376,1.1551936,1.0747993,-3.0041547,2.7950332,-0.14812037,-0.12844443,1.1672629,5.7991877,-0.6200419,0.91393894,126.78125,4931.4208984375,70.22407634449527,5.0,0.125,0.03125,0.03125,0.0,0.1852164804128498
924,0,CBC/Low-Leakage,147,0.08620586,0.08488603,0.9816303,0.9907726,-2.1849983,2.9573488,0.21123381,-0.21101451,0.98906183,5.1423473,-0.61928785,0.72877336,109.8125,4078.58984375,63.863838310502445,4.812499999999999,0.11328125,0.0625,0.0,0.0,-0.11671897583992683
925,0,CBC/Low-Leakage,245,0.12266851,0.10338054,1.0837638,1.0410398,-2.6296911,2.917405,0.010975779,-0.13882351,1.0988114,5.5470963,-0.4916604,0.8408451,110.0625,5319.49609375,72.93487570257456,4.8125,0.11328125,0.0625,0.0,0.0,0.0044774760226167125
926,0,CBC/Low-Leakage,200,-0.07062939,-0.021747459,1.0090594,1.0045195,-2.5715377,2.6363473,-0.022473747,-0.46896625,1.0140479,5.207885,-0.8409971,0.6460841,130.25,5840.625,76.42398183816387,4.874999999999999,0.1171875,0.0625,0.03125,0.0,0.05599499447113139
927,1,Weak-ECB/Leaky,57,0.24767588,0.07541231,1.9332407,1.3904103,-3.3472536,5.217217,1.0465437,1.8929687,1.994584,8.56447,-0.66093713,0.89237416,137.375,7670.734375,87.58272874830973,3.75,0.0546875,0.125,0.0,0.0,-0.13927430730338064
928,1,Weak-ECB/Leaky,188,0.1940575,0.098306015,1.7150047,1.3095819,-2.9283366,4.923084,0.6779051,0.9618578,1.7526629,7.8514204,-0.7233052,0.89192975,155.875,4714.234375,68.6602823690669,3.8749999999999996,0.05859375,0.125,0.0,0.0,0.050142371007983265
929,0,CBC/Low-Leakage,35,0.026131917,0.021438671,0.8900355,0.94341695,-2.5868402,2.8085656,0.20980923,0.09246206,0.89071846,5.395406,-0.64968055,0.6136001,128.125,6140.796875,78.36323675678538,4.749999999999999,0.109375,0.0625,0.03125,0.0,-0.08718177417659037
930,0,CBC/Low-Leakage,221,-0.026164226,0.0076539097,0.8986417,0.9479672,-2.7085385,2.5871003,-0.18035027,0.03808236,0.8993263,5.295639,-0.5894025,0.58281386,127.5,5388.5625,73.4068287014226,4.874999999999999,0.1171875,0.0625,0.0,0.03225806451612903,-0.19476994613689672
931,1,Weak-ECB/Leaky,171,0.3323149,0.2644092,1.9395053,1.3926612,-2.5484874,6.425379,1.3958312,3.6529136,2.0499387,8.973866,-0.63394547,0.91685605,140.125,5193.984375,72.06930258438749,3.8750000000000004,0.05859375,0.125,0.0,0.0,0.3266857067760987
932,1,Weak-ECB/Leaky,189,0.27145055,0.10448246,2.70917,1.6459557,-3.077808,7.538943,1.6453787,4.348877,2.7828555,10.616751,-0.70120037,0.8384243,133.75,6535.9375,80.84514518510063,3.8750000000000004,0.05859375,0.125,0.0,0.06451612903225806,0.11987210018900989
933,0,CBC/Low-Leakage,84,0.107473135,0.055512644,1.04537,1.0224334,-3.9319143,3.0517778,-0.042660266,0.48429203,1.0569205,6.983692,-0.54589045,0.7166592,137.53125,4244.9990234375,65.15365702274508,4.726409765557391,0.109375,0.09375,0.0,0.0,-0.08150164701351982
